"","Fips","NAME","FamilyRatio","MarriedHouseholdRatio","RenterOccupied","AveHousehouldSize","AveFamilySize","TotalFemale","MaleUnder20","Male20to24","Male25to44","Male44to54","Male55to59","MaleOver59","FemaleUnder20","Female20to24","Female25to44","Female45to54","Female55to59","FemaleOver59","HusbandWifeFamilyRatio"
"11","01037","Coosa County, Alabama",0.686900292031706,0.720619495900395,0.197747183979975,2.38,2.81,0.503683161452465,0.246551423083639,0.0487166055526454,0.228217216692858,0.166055526453641,0.0829404574821023,0.224191328286304,0.215932553337922,0.0474879559532003,0.236579490708878,0.157777013076394,0.0805230557467309,0.261699931176875,0.20589128454297
"12","01027","Clay County, Alabama",0.701587301587302,0.751131221719457,0.247619047619048,2.41,2.88,0.5095463680735,0.268110639543392,0.0540026342748427,0.235913947021806,0.155129518513098,0.0658568710668813,0.212706014931681,0.232990562050993,0.0532469361881955,0.239188618115227,0.149316805183829,0.0660656430483167,0.259191435413439,0.257164404223228
"13","01029","Cleburne County, Alabama",0.712272958750637,0.78932316491897,0.225598370395519,2.51,2.98,0.502204114346781,0.275459546491346,0.0544747081712062,0.244867838454314,0.145176439017845,0.0716490004025225,0.20654342332757,0.253225162920601,0.0482776965021944,0.247373320920335,0.14190716850645,0.0659662189120894,0.24325043223833,0.297902764537655
"14","01031","Coffee County, Alabama",0.697113204695451,0.75507696755077,0.325205300015114,2.49,2.91,0.505806038279811,0.277548209366391,0.0658321179711554,0.27876357154432,0.13664722087182,0.0591881380651434,0.17784198860038,0.25593730208993,0.0573147561747942,0.262428752374921,0.13576630778974,0.0651124129195693,0.223440468651045,0.29630700296307
"15","01035","Conecuh County, Alabama",0.6608,0.63303739574926,0.246577777777778,2.34,2.75,0.51527063804052,0.275421085464754,0.0530255770430443,0.206487835308796,0.152994385527137,0.0754834684965689,0.22256455399061,0.24281103286385,0.0440140845070423,0.220950704225352,0.150968309859155,0.0757042253521127,0.265551643192488,0.191821361312887
"16","01033","Colbert County, Alabama",0.678083695604444,0.736044553814273,0.272252228516225,2.37,2.88,0.519383405600059,0.262433579265262,0.0577621468710578,0.242822737872243,0.152414083107152,0.069001108605069,0.199476458311224,0.232976051505182,0.0530262832077541,0.235699883264353,0.151119600976335,0.0682019172945629,0.258976263751813,0.257091050382075
"17","01053","Escambia County, Alabama",0.685526594617504,0.673055126223596,0.273504273504274,2.48,2.91,0.484172342702054,0.244763735707781,0.0627339876555702,0.295709804715167,0.152686431245573,0.0642517454214307,0.191613216191452,0.262491241308683,0.0531989435670781,0.237859106343987,0.138414272624373,0.0665660540074381,0.24147038214844,0.24183410613086
"18","01039","Covington County, Alabama",0.678578327216535,0.740392826643894,0.260833172364948,2.39,2.87,0.515742089236065,0.271106736657918,0.0526574803149606,0.230260279965004,0.153871391076115,0.0697725284339458,0.208759049134877,0.233300816347487,0.0512399240129383,0.226780304975099,0.145658982389485,0.0693125224623915,0.273707449812599,0.253629376601196
"19","01041","Crenshaw County, Alabama",0.686836518046709,0.708655332302937,0.267338995046001,2.44,2.93,0.517186825830577,0.285373845695562,0.0573428656538576,0.232052427762884,0.158325886207924,0.0649389335716413,0.188542825361513,0.245967741935484,0.0485261401557286,0.239710789766407,0.147246941045606,0.0692436040044494,0.249304783092325,0.255280783101494
"20","01043","Cullman County, Alabama",0.705718051719809,0.782807844532396,0.250125533517449,2.49,2.95,0.50601945128473,0.270399556887132,0.0610035499383167,0.255620735668068,0.14937435484277,0.0635715904227196,0.195271216850591,0.247056799469118,0.0576596947427925,0.240248728094969,0.143878880232015,0.0655491926168063,0.245606704844299,0.291724107261974
"21","01045","Dale County, Alabama",0.683827560428607,0.714379418409737,0.384550211811612,2.46,2.92,0.5059799804979,0.283625377643505,0.0743202416918429,0.271137965760322,0.139133937562941,0.0608660624370594,0.16687642570597,0.263824431684103,0.0632816801699048,0.262054589789979,0.138755604499331,0.0615904979155196,0.210493195941163,0.282122294293419
"22","01047","Dallas County, Alabama",0.670417252695734,0.521590909090909,0.37570323488045,2.52,2.79,0.538019169329073,0.320737008496345,0.061005730092867,0.220213396561944,0.147895672791938,0.0659948626753606,0.158126908720733,0.272098744485918,0.0623515439429929,0.235493722429589,0.149304377332881,0.0670173057346454,0.213734306073974,0.179283216783217
"23","01049","DeKalb County, Alabama",0.721294985470531,0.776974329838335,0.248044109976902,2.62,2.97,0.506208778073099,0.29405063651639,0.0577563865235098,0.268931734685159,0.137157178253069,0.0615726369151027,0.176102900322258,0.277364151572397,0.0515335037226358,0.257195243915991,0.136070674519391,0.0611456828536504,0.216690743415935,0.315944424358246
"24","01051","Elmore County, Alabama",0.742129253383273,0.762652954339856,0.226811773435568,2.61,2.97,0.51213699355636,0.27568559538887,0.069244488097392,0.273850448447879,0.152627361782419,0.0612835689730931,0.159378539419904,0.251982075146501,0.0606933569705028,0.283572167232974,0.156399271187275,0.0624661446791747,0.184886984783572,0.307051373613293
"25","01065","Hale County, Alabama",0.676709708273553,0.612720848056537,0.229076996652319,2.46,2.87,0.526269035532995,0.292660058933833,0.0602732386820252,0.21577819448165,0.158317706938119,0.0728636485400482,0.180130214612973,0.264408005787316,0.0540149505666747,0.228116710875332,0.157945502773089,0.0721003134796238,0.223414516517965,0.224499411071849
"26","01055","Etowah County, Alabama",0.682938433723475,0.721157865403372,0.278047387953183,2.43,2.91,0.515215934118548,0.274048907675898,0.0605222612886659,0.252617232252202,0.143424327420693,0.0693122111168174,0.188257378633559,0.240409634971378,0.0558694520853468,0.245576537060442,0.141866775704409,0.0696602483086759,0.246617351869749,0.260484882262784
"27","01057","Fayette County, Alabama",0.692394366197183,0.756102522375915,0.257605633802817,2.39,2.88,0.506583144829186,0.274597390384389,0.0551310685317973,0.227224638532973,0.146702715410838,0.0733513577054191,0.217197160522098,0.230936569727502,0.0520952599038241,0.224982825738493,0.149645065262194,0.0719029081749485,0.270437371193039,0.257119609438568
"28","01059","Franklin County, Alabama",0.711460198600033,0.751515844869008,0.30156275435455,2.56,2.93,0.500757002271007,0.283927217589083,0.0681071518827395,0.266489764973465,0.136467020470053,0.0579984836997726,0.18644494834971,0.267636684303351,0.054673721340388,0.249559082892416,0.133849836230789,0.0651297556059461,0.22915091962711,0.295732753689509
"29","01061","Geneva County, Alabama",0.697527472527472,0.735854010765393,0.251739926739927,2.43,2.89,0.510824934677118,0.264937046928653,0.0540251812285387,0.237237695536055,0.151163677985502,0.0706600534147272,0.212568505663135,0.234709535988308,0.0577274388016076,0.231202046035806,0.144318597004019,0.0681037632444282,0.263938618925831,0.243009058684521
"30","01063","Greene County, Alabama",0.630180658873539,0.526981450252951,0.271519659936238,2.39,2.63,0.527805417357656,0.308124560992742,0.0585343011004449,0.197845937719504,0.142589557480684,0.0859283540154531,0.185169669040637,0.249895266024298,0.0536237955592794,0.20611646418098,0.162966066191873,0.0839966485127775,0.243401759530792,0.162310286677909
"31","01081","Lee County, Alabama",0.605078840558888,0.71200878546836,0.385762005675084,2.44,2.98,0.507112451603243,0.288256227758007,0.157220148713943,0.260842519457223,0.121358099701993,0.0484332957208576,0.120414504857918,0.272619901294976,0.143797190703168,0.261202738994109,0.12312818998608,0.0530926168079751,0.146159362213692,0.311973168704737
"32","01067","Henry County, Alabama",0.711323991993137,0.729849246231156,0.215613382899628,2.45,2.84,0.520171078488036,0.263310045772103,0.0483016140688991,0.234039990363768,0.147554806070826,0.0701035894965069,0.218333333333333,0.233777777777778,0.0473333333333333,0.228222222222222,0.141222222222222,0.0783333333333333,0.271111111111111,0.240402010050251
"33","01069","Houston County, Alabama",0.684444335961337,0.699547091758496,0.342649320217726,2.44,2.88,0.52002521000128,0.288818219121871,0.0585761181780878,0.256893721789085,0.146081247435371,0.0633771029954863,0.171909027212301,0.25244759217528,0.0592913818243793,0.25687882288333,0.144696725812866,0.0673963679057701,0.219289109398375,0.260297421632609
"34","01071","Jackson County, Alabama",0.70696787988658,0.774541389966467,0.243434202575187,2.45,2.91,0.508914648580608,0.264470714258388,0.0529094456559164,0.247943685680401,0.151574275986074,0.0699720723822641,0.205663024217366,0.239552569403426,0.0492838157117543,0.239995569994093,0.148368281157708,0.072209096278795,0.250590667454223,0.271812742455125
"35","01073","Jefferson County, Alabama",0.645780216111212,0.647611437837457,0.350611606871851,2.44,2.92,0.526455428222566,0.281614300879052,0.0715108093633043,0.27249024254922,0.144012597293891,0.0668253087587753,0.147109645668723,0.245268323078121,0.0695421646430292,0.26517583866287,0.145182646623569,0.0688440601985271,0.205986966793883,0.256299682151733
"36","01075","Lamar County, Alabama",0.689333114861543,0.771333491799382,0.267737178436834,2.35,2.85,0.51270255424334,0.254191912075525,0.0548118923488798,0.224179230660843,0.15612230519938,0.0758066788783993,0.223248962099906,0.233962769519218,0.0458015267175573,0.226195259140217,0.147582697201018,0.0680326771126289,0.278425070309361,0.260518183979082
"37","01077","Lauderdale County, Alabama",0.663624612202689,0.757372706377342,0.30387797311272,2.35,2.87,0.521308610814484,0.258996372158003,0.0803533202640889,0.239572770905158,0.141913968318349,0.0688388652290498,0.193130560728326,0.238919925512104,0.0728739913097455,0.227684667908132,0.144465135526588,0.0670391061452514,0.249017173598179,0.268923604347657
"38","01079","Lawrence County, Alabama",0.73128753478834,0.761842764146219,0.196425955763879,2.5,2.91,0.51102245260491,0.269191828955988,0.0582454886546364,0.252278006074683,0.158835090226907,0.0670597343815139,0.186004103031685,0.248062457260087,0.0561317529063141,0.244415317984956,0.160360155003419,0.0651356279917939,0.225894688853431,0.285528292438658
"39","01099","Monroe County, Alabama",0.695680486216627,0.675351014040562,0.231929672237899,2.48,2.88,0.518423790532339,0.305067962912953,0.054820415879017,0.220181834548564,0.152128904491853,0.0683229813664596,0.185299774228614,0.261560331131366,0.0470775148423781,0.237896145162639,0.142235972907434,0.0775148423781253,0.233715193578058,0.246957878315133
"40","01083","Limestone County, Alabama",0.727469312472175,0.783484874978143,0.230840170450932,2.54,2.94,0.493730521127781,0.265044142209497,0.0597947983774755,0.290408017179671,0.161369601527082,0.0609162491052255,0.166593266784106,0.260838715991388,0.0538510471716579,0.271457232335095,0.151790957134469,0.0639312977099237,0.198130749657467,0.317275747508306
"41","01085","Lowndes County, Alabama",0.705652573529412,0.567893194399218,0.215762867647059,2.57,2.8,0.531905478360917,0.291359425222159,0.0623936471922859,0.21478540366799,0.162790697674419,0.0769521648704859,0.168718801996672,0.256405990016639,0.0613976705490849,0.225457570715474,0.166722129783694,0.0703826955074875,0.219633943427621,0.178117876913058
"42","01087","Macon County, Alabama",0.594305212377927,0.480894872302514,0.365454759383457,2.32,2.79,0.541954130151035,0.285670669651944,0.105943415428455,0.210360268674944,0.13657642987991,0.0719519641766741,0.160158265955617,0.255289867538276,0.12119387579563,0.207724066746946,0.128849131257526,0.072509891622226,0.214433167039394,0.137794496139378
"43","01089","Madison County, Alabama",0.661841128433556,0.742299495232754,0.315864884929473,2.43,2.94,0.509215647036686,0.280191090555015,0.0755659688412853,0.264800389483934,0.161544547224927,0.0609481499513145,0.151268981940396,0.256459285240863,0.0698218674299523,0.262788065059153,0.159955657483386,0.0619446187775308,0.189030506009115,0.30855860908581
"44","01091","Marengo County, Alabama",0.678031634446397,0.644720926213928,0.249912126537786,2.43,2.85,0.528558519998098,0.296681125794411,0.059921315444366,0.215071118732977,0.146070816100071,0.072430142237466,0.187151340651431,0.257603023213964,0.0510167356487313,0.239337772179233,0.144322476156199,0.066852618319237,0.240867374482635,0.232071885260066
"45","01093","Marion County, Alabama",0.68579558928148,0.756108805901337,0.271045767133033,2.36,2.86,0.503086820899402,0.255280193552606,0.0510037271954489,0.244425554175113,0.150918720983456,0.0684626953508141,0.22708777368727,0.225408512562165,0.0546405735322612,0.235161144481044,0.142995543499322,0.0662016405089453,0.275592585416263,0.259105578607653
"46","01097","Mobile County, Alabama",0.68414807334238,0.652957294290222,0.330457285322056,2.56,2.99,0.519666240508291,0.29686350025709,0.0708510187827034,0.255119118432859,0.145225684817567,0.0651547077742043,0.15416227902599,0.264833331780186,0.0702410794993896,0.253655331798824,0.14521615148776,0.0640533412854467,0.202000764148394,0.254785825652948
"47","01095","Marshall County, Alabama",0.707288466908685,0.755369551484523,0.292990784697012,2.57,2.95,0.507165202808028,0.290775036537748,0.0634120803612329,0.259014462404293,0.141548327989006,0.0603145518399756,0.179710022045108,0.26468967271494,0.0567449550618959,0.24735034763439,0.138184670171274,0.0640367983720536,0.228993556045447,0.295601705622236
"48","01115","St. Clair County, Alabama",0.738805970149254,0.789505221708612,0.193334176574753,2.58,3,0.498714007153709,0.271453799159985,0.0570112638411608,0.282455135547919,0.152157311951126,0.062905689194349,0.174914245964163,0.250833553215477,0.0513564729305092,0.273405454676294,0.150063565928662,0.0680755115258222,0.206265441723236,0.314286937168293
"49","01101","Montgomery County, Alabama",0.643202453851369,0.59978229317852,0.385659194718885,2.45,2.82,0.524042674712138,0.295309021957185,0.0843295134976687,0.275312136451492,0.134711039050262,0.0585250121373675,0.137883124230424,0.259759060201671,0.0801191387400579,0.268162002063297,0.140262571133815,0.0645112982129189,0.187185929648241,0.235399820305481
"50","01103","Morgan County, Alabama",0.704550287050819,0.750203712086917,0.284818201148203,2.5,2.91,0.507188886099255,0.273562476649798,0.0614407499235812,0.268077301905376,0.152633902795231,0.0647861970587236,0.174410929971619,0.256979737311069,0.0548808659494423,0.253283611642796,0.148455547488615,0.0662332519305656,0.220166985677513,0.291564810623208
"51","01105","Perry County, Alabama",0.674689637699519,0.527600450619602,0.305295160881682,2.5,2.71,0.529789443867435,0.328112449799197,0.0728915662650602,0.203212851405622,0.128915662650602,0.0610441767068273,0.182676884690786,0.267688469078596,0.0800213865621101,0.213865621101408,0.133487791837462,0.0657636784886829,0.239173052931741,0.168606834397296
"52","01107","Pickens County, Alabama",0.675112331502746,0.657053059715289,0.238891662506241,2.42,2.9,0.522536209865289,0.278956300381841,0.0596096733135342,0.217755621552821,0.154645736105219,0.0776410691557064,0.193157588679977,0.243942624539639,0.0566970343089746,0.227757317309556,0.151385927505331,0.0714285714285714,0.248788524907928,0.221112959881679
"53","01109","Pike County, Alabama",0.587358062074186,0.648923830390514,0.401589704769114,2.34,2.83,0.522781847472568,0.274777070063694,0.151910828025478,0.23,0.117898089171975,0.0576433121019108,0.153148438862725,0.262922262922263,0.142333856619571,0.224606081748939,0.120588406302692,0.0558753415896273,0.193674050816908,0.225028998582292
"54","01111","Randolph County, Alabama",0.693692710606722,0.735409784489539,0.257856831078132,2.46,2.91,0.515384279666565,0.283321325648415,0.0517831412103746,0.229917146974063,0.147514409221902,0.071235590778098,0.203319502074689,0.254043526124143,0.0534338216614447,0.228046405284105,0.14209501227877,0.0671521720721484,0.255229062579389,0.2526348906717
"55","01113","Russell County, Alabama",0.66347920297706,0.599077032303869,0.400065947524613,2.47,2.92,0.522409201654485,0.305216118954403,0.0668723059279472,0.264088266698303,0.143077470637086,0.0625617906434136,0.144613159797542,0.263051337671728,0.0712219812002892,0.261279826464208,0.13998553868402,0.0635213304410701,0.200939985538684,0.222009229676961
"56","01127","Walker County, Alabama",0.705317827706899,0.737900859079025,0.242256595536487,2.49,2.96,0.512585231935306,0.263407616015673,0.0572119505326313,0.251010162850496,0.14901432594588,0.0734051671360353,0.195837578227332,0.237723766555087,0.0543734536457575,0.237374472420317,0.14751855625091,0.0715761897831466,0.251433561344782,0.262952884051011
"57","01117","Shelby County, Alabama",0.725415811642726,0.82325572739285,0.201736148612161,2.6,3.03,0.510177614885819,0.292014190483167,0.0553910231589523,0.292181629812573,0.148968678380443,0.0619944117123811,0.14348725986657,0.266166304959408,0.0542962784342095,0.291144200626959,0.152700747528334,0.06535849208263,0.170333976368459,0.381404351143618
"58","01119","Sumter County, Alabama",0.601350151003731,0.521713441654358,0.307514656244448,2.32,2.72,0.545084647242607,0.293882766331257,0.105095032742373,0.202044401852739,0.143587286375978,0.075866475003993,0.149826712876566,0.249666755531858,0.101572913889629,0.210477206078379,0.147693948280459,0.0678485737136763,0.222740602505998,0.169571639586411
"59","01121","Talladega County, Alabama",0.695860771401693,0.678698571492948,0.273722169959235,2.48,2.92,0.512984408987617,0.268982209247199,0.0580881802530129,0.265987973151683,0.151857673977593,0.0694662774159742,0.176221158857251,0.254702231487184,0.059909034917326,0.250059222059033,0.145638887572843,0.0691713649500166,0.220519259013597,0.238204677571989
"60","01123","Tallapoosa County, Alabama",0.692493376508684,0.698350620642748,0.274065351780983,2.42,2.81,0.514850057670127,0.262753838533928,0.054581475978207,0.231748390292224,0.149975235264983,0.0742446755819713,0.213618967609446,0.234108092971157,0.0529730234294782,0.234061420703818,0.147391020255764,0.0718752917016709,0.259591150938113,0.21518449243326
"61","01125","Tuscaloosa County, Alabama",0.608134907605626,0.684519695922598,0.400336218331779,2.42,2.92,0.515041920105211,0.282245762711864,0.144364406779661,0.254173728813559,0.121048728813559,0.0588347457627119,0.131194142993936,0.263964251516119,0.13272023619534,0.249192068305139,0.122656000638366,0.0598966645387807,0.171570778806256,0.274382342778162
"62","01129","Washington County, Alabama",0.72773009766203,0.758235054900366,0.153891683930157,2.58,2.96,0.507650304305785,0.298174676524954,0.0561460258780037,0.230707024029575,0.147181146025878,0.0670055452865065,0.194733893557423,0.267899159663866,0.0495238095238095,0.240560224089636,0.151484593837535,0.070812324929972,0.219719887955182,0.298901992679951
"63","01131","Wilcox County, Alabama",0.693577163247101,0.523472668810289,0.200936663693131,2.58,2.8,0.527163667523565,0.329285973178688,0.054367524465386,0.21547662196448,0.138637187386734,0.0737586081913737,0.169050715214564,0.271618985695709,0.0499024707412224,0.227568270481144,0.146131339401821,0.0720091027308192,0.232769830949285,0.180064308681672
"64","01133","Winston County, Alabama",0.696054314670865,0.779332767882386,0.230738955032963,2.38,2.85,0.509026302891684,0.248398635720822,0.0517427834622744,0.241993178604109,0.155977040179686,0.0712919058314616,0.222418358340688,0.231725908689722,0.0500682018775576,0.229719971114499,0.151247693171788,0.0683623525635882,0.268875872582845,0.266044670624823
"65","01003","Baldwin County, Alabama",0.69897512981689,0.780297550390022,0.274788193495491,2.46,2.88,0.510624639947329,0.262926588636262,0.0537355935243733,0.247993183550832,0.14627337548769,0.0666285483653976,0.213185915825893,0.245312617520334,0.0500273990265287,0.240563452922026,0.149072193748724,0.0707002331603434,0.244324103622044,0.284627866512874
"66","01005","Barbour County, Alabama",0.684419551934827,0.638744234488915,0.332382892057026,2.47,2.8,0.469133554284882,0.234083424807903,0.0718990120746432,0.307972008781559,0.148463227222832,0.0624313940724479,0.198198897601118,0.253241207980747,0.0579147581709495,0.229562922133375,0.143932924462386,0.0704137877493983,0.244934399503144,0.21038535932153
"67","01015","Calhoun County, Alabama",0.667828695780778,0.701319244518966,0.312247786862733,2.44,2.91,0.517795094963398,0.277476563593116,0.0782496152231706,0.251661536308941,0.144431229886666,0.0674758639988807,0.168284578799922,0.247345103915565,0.0740764870675614,0.244722783243208,0.142159098312594,0.0678545833604795,0.223841944100593,0.250371729570692
"68","04009","Graham County, Arizona",0.736330935251799,0.705544699560332,0.272571942446043,3.01,3.31,0.463272434175175,0.305951844621315,0.0819442358712519,0.297291885668519,0.123091555288582,0.0507583721279471,0.163312648611031,0.345647509134141,0.0761468421968335,0.223742968160993,0.116163080670417,0.0564866902511164,0.181812909586499,0.303248656570591
"69","04001","Apache County, Arizona",0.717184137719029,0.596779131712694,0.247990865574634,3.1,3.01,0.501132582007327,0.358147878244296,0.0678008856998711,0.229973653231683,0.130696787936544,0.0566455518807108,0.156026785714286,0.3451171875,0.0644252232142857,0.215569196428571,0.137974330357143,0.0595703125,0.17734375,0.258771661257731
"70","04003","Cochise County, Arizona",0.661614076476949,0.756455590883428,0.317585766243979,2.46,2.93,0.490072023510423,0.26477746091942,0.0690535556982248,0.247771623094495,0.128835271809726,0.0647535721217731,0.233916947599,0.255060665848467,0.0557100467616399,0.226382264754773,0.139088691761562,0.0712610107349811,0.252497320138576,0.261195138620628
"71","04007","Gila County, Arizona",0.649727272727273,0.74814607527634,0.238227272727273,2.39,2.71,0.503087859395115,0.244658881838321,0.050013141591259,0.183644350993129,0.138362182255097,0.0781736942890399,0.301401869158879,0.227711022103545,0.0464322800771399,0.176754190772882,0.142115413143451,0.0793650793650794,0.327622014537902,0.188610605848608
"72","04005","Coconino County, Arizona",0.634882575838668,0.708288373347721,0.391085611526193,2.69,2.89,0.504050706362845,0.296507965079651,0.116551165511655,0.259367593675937,0.129706297062971,0.0637806378063781,0.131931222787986,0.293173935502915,0.120360121024279,0.241118736624603,0.137347797210538,0.0653088332964357,0.142690576341229,0.285945508497437
"73","04023","Santa Cruz County, Arizona",0.776834877242988,0.71714476317545,0.324480145105914,3.05,3.38,0.52427245887811,0.361186222793564,0.0577596524668647,0.209051819672858,0.13218671040383,0.0600647191808148,0.163106874220667,0.314991351916657,0.0518885000603355,0.235107196009815,0.139214030006838,0.065001407827521,0.193797514178834,0.343312208138759
"74","04011","Greenlee County, Arizona",0.675031367628607,0.733736059479554,0.500313676286073,2.64,3.13,0.478724665165343,0.324010914051842,0.0545702592087312,0.2462482946794,0.147567075943611,0.0675306957708049,0.174300569447883,0.308492201039861,0.062639267145333,0.251052240653627,0.131715771230503,0.0643723693983659,0.18172815053231,0.311802973977695
"75","04012","La Paz County, Arizona",0.607088497499456,0.778295128939828,0.231137203739943,2.19,2.42,0.485089560251842,0.199241706161137,0.0418009478672986,0.160189573459716,0.110805687203791,0.0644549763033175,0.44954220746554,0.195894959251434,0.0346111278800684,0.158567260287755,0.126069021028272,0.0775731964986417,0.407284435053828,0.147385386819484
"76","04013","Maricopa County, Arizona",0.660828304109641,0.723678032276531,0.355106996896392,2.67,3.07,0.505264051376995,0.303163680555372,0.0728268726187671,0.284167299897006,0.131412549345633,0.0524447103864779,0.152734656122515,0.283665482419846,0.0670629019646883,0.274328391021294,0.132629940497301,0.056734444575797,0.185578839521075,0.31806769623955
"77","04015","Mohave County, Arizona",0.654672336713554,0.755644385224665,0.300597293400695,2.39,2.78,0.500074930314807,0.231059773376766,0.0470532984272268,0.195727332680509,0.141859349707228,0.0720138292132137,0.312192831741719,0.224717305310265,0.045740600151836,0.187787189834978,0.145113277660127,0.0778659048227914,0.318775722220002,0.191687023465838
"78","04017","Navajo County, Arizona",0.726989735823658,0.67600200594067,0.280610241740984,2.95,3.03,0.499511396104198,0.334473845696115,0.0657344217788274,0.229391747401305,0.130408910872678,0.0603417818026294,0.180000745267551,0.324247279773439,0.0602548815024594,0.212662095692354,0.136980175883142,0.0652854374720525,0.200570129676554,0.261929560621842
"79","04019","Pima County, Arizona",0.625654813976226,0.710857147557029,0.359414398188648,2.46,2.91,0.508869558475634,0.27324239723993,0.0799668492450726,0.252710115757617,0.132974823289444,0.0630736731908848,0.191128770352788,0.253030114709338,0.0738554125085701,0.241174277202872,0.135335768384166,0.0672619310140209,0.229342496181033,0.260886551217887
"80","04021","Pinal County, Arizona",0.733792499402819,0.760723547858546,0.238561987419381,2.78,3.04,0.475304042366341,0.282230619024675,0.0611974741967388,0.304790403976365,0.118905485253468,0.0506935815180179,0.20111419053218,0.294398253128412,0.0509784160577811,0.263212116122169,0.117264354301391,0.0602390750538899,0.213907785336357,0.302657421574053
"81","04025","Yavapai County, Arizona",0.633609451833273,0.793131586714586,0.291926559079458,2.28,2.71,0.509754398601167,0.224757872759961,0.0523594115486478,0.188076320825842,0.137456745732568,0.079152892961395,0.306019056472229,0.202547060190565,0.0441552405298629,0.181752265861027,0.144912851498954,0.0891564025098768,0.337476179409714,0.206625345070056
"82","04027","Yuma County, Arizona",0.75618756465484,0.750857562887945,0.308243395556379,2.93,3.2,0.499338445269756,0.320677516453242,0.0820162236620581,0.242477424621193,0.111882046834345,0.0467833273812561,0.196683240234895,0.309004972070468,0.0682380864690115,0.239140220571686,0.119012542712745,0.0518998219876005,0.212704356188489,0.321708591963411
"83","05131","Sebastian County, Arkansas",0.658642311336922,0.722480715072854,0.380713320833081,2.49,2.94,0.509853352843873,0.293495367741307,0.0698327194846916,0.26437135949897,0.146009442993202,0.0625963363782389,0.157367690411942,0.271170313986679,0.0667124206454431,0.251376518850119,0.142596434309245,0.0631404907114224,0.205003821497091,0.290008571078731
