Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2007,YEAR,,COUNTY,ALASKA,2,KENAI PENINSULA,30,KENAI PENINSULA,,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ALASKA,2,MATANUSKA-SUSITNA-ANCHORAGE,20,ANCHORAGE,,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ALASKA,2,SOUTHEAST,40,JUNEAU,,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ALASKA,2,TANANA VALLEY,10,FAIRBANKS NORTH STAR,,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"274,000",
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,COCONINO,5,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,GILA,7,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,NAVAJO,17,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,NORTHERN,10,YAVAPAI,25,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"344,000",
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"2,939,000",
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,LAPAZ,12,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"3,038,000",
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,MARICOPA,13,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"24,182,000",
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"15,208,000",
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,CENTRAL,50,FAULKNER,45,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,CENTRAL,50,GRANT,53,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (Z),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,CENTRAL,50,PERRY,105,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,CENTRAL,50,SALINE,125,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,NORTH CENTRAL,20,BAXTER,5,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,NORTH CENTRAL,20,CLEBURNE,23,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,NORTH CENTRAL,20,VAN BUREN,141,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,NORTHEAST,30,GREENE,55,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,NORTHEAST,30,LAWRENCE,75,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,NORTHEAST,30,POINSETT,111,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"606,000",
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,NORTHEAST,30,WHITE,145,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,NORTHWEST,10,BOONE,9,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,NORTHWEST,10,CARROLL,15,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,NORTHWEST,10,MADISON,87,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,NORTHWEST,10,NEWTON,101,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,NORTHWEST,10,WASHINGTON,143,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,LITTLE RIVER,81,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,MONTGOMERY,97,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,JOHNSON,71,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,POPE,115,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,ALAMEDA,1,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"667,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,CONTRA COSTA,13,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,LAKE,33,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MARIN,41,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"2,770,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,NAPA,55,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN LUIS OBISPO,79,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"10,469,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN MATEO,81,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"112,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CLARA,85,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"5,928,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CRUZ,87,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SONOMA,97,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,LASSEN,35,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,MODOC,49,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"958,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,NORTHEAST,30,PLUMAS,63,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,NORTHERN COAST,10,DEL NORTE,15,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"93,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,NORTHERN COAST,10,HUMBOLDT,23,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"2,306,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,NORTHERN COAST,10,MENDOCINO,45,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,BUTTE,7,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"7,687,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,COLUSA,11,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,GLENN,21,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"4,241,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SACRAMENTO,67,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"1,063,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"6,918,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,TEHAMA,103,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YOLO,113,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"16,372,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YUBA,115,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"4,948,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,FRESNO,19,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"41,160,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KERN,29,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KINGS,31,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"6,676,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MADERA,39,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"24,899,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"2,142,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,STANISLAUS,99,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,TULARE,107,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"9,764,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,AMADOR,5,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"1,332,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,CALAVERAS,9,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,EL DORADO,17,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"325,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,INYO,27,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"26,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,MARIPOSA,43,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,MONO,51,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,NEVADA,57,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"509,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,PLACER,61,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"3,444,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,TUOLUMNE,109,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS),"33,000",
CENSUS,2007,YEAR,,COUNTY,CALIFORNIA,6,SISKIYOU-SHASTA,20,SHASTA,89,,,0,,CROP TOTALS,"CROP TOTALS, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP STANDARDS), (D),
